06:25|He woke with a start at 6:25 a.m., a single frame in his mind.|Be Careful What You Wish For|Jeffrey Archer
06:25|Simon is happy to travel scum class when he's on his own and even sometimes deliberately aims for the 6.25. But today the .25 is delayed to 6.44.|The Deaths|Mark Lawson
06:25|"Still, it's your consciousness that's created it. Not somethin' just anyone could do. Others could be wanderin' around forever in who-knows-what contradictory chaos of a world. You're different. You seem t'be the immortal type.<br />""When's the turnover into that world going to take place?"" asked the chubby girl. The Professor looked at his watch. I looked at my watch. Six-twenty-five. Well past daybreak. Morning papers delivered."|Hard-Boiled Wonderland and the End of the World|Haruki Murakami
