08:43|"Either way, he mustn’t be allowed to return to the White House.” The line went dead. Cavalli knew that his father was right on both counts. Cavalli checked his watch again: 8:43.|Honor Among Thieves|Jeffrey Archer|sfw
08:43|eight forty-three|You understand this tape recorder is on?""<br/>""Uh huh""<br/>""And it's Wednesday, May 15, at eight forty-three in the mornin'.""<br/>""If you say so"""|A Time to Kill|John Grisham
08:43|8.43 a.m. Go past tropical fish shop|The Curious Incident of the Dog in the Night-Time|Mark Haddon
