08:01|Eight-one, tick-tock, <b>eight-one</b> o'clock, off to school, off to work, run, run, <b>eight-one</b>!|There Will Come Soft Rains|Ray Bradbury
08:01|<b>8:01 A.M.</b><br/>Dore Peretz’ chest still felt like it was on fire, a burning sensation that seemed to spread across the entire front of his torso; in fact, he felt like shit.|Project Cyclops|Thomas Hoover
