02:12|two twelve A.M.|At two twelve A.M., Werner knows, the Frenchman will broadcast again, and Werner will have to switch off the transceiver or else pretend that he hears only static.|All the Light We Cannot See|Anthony Doerr
02:12|2.12 am|Then the lights went out all over the city. It happened at 2.12 am according to power-house records, but Blake's diary gives no indication of the time. The entry is merely, 'Lights out - God help me.'|The Haunter of the Dark|H.P. Lovecraft
