06:11|6:11|“La Guardia,” said Dexter and then thanked the agent for sitting up half the night. Scott looked between the two front seats as the digital clock changed from 6:11 to 6:12.|Honor Among Thieves|Jeffrey Archer
06:11|6:11 a.m.|I looked at the clock: 6:11 a.m. Brittany had been gone for five hours. Time was racing forward.|The Good Neighbor|Cathryn Grant
