18:12|6:12|Bill Russell left the office at 6:12 that evening, and never entered the building again.|Sons of Fortune|Jeffrey Archer
18:12|6:12 p.m.|He checked his watch: 6:12 p.m. He left the dining room and went downstairs to the wine cellar. A single bulb lit a room that had once stored filing cabinets full of archives. Since Giles’s arrival, they had been replaced by wine racks.|The Sins of the Father|Jeffrey Archer
18:12|6:12 P.M.|Wednesday 6:12 P.M.<br/>The dusk was settling majestically over Tokyo, after a rare smogless day. The view was particularly inspiring from the fifty-fifth-floor penthouse of the granite-clad Mino Industries building.|Project Daedalus|Thomas Hoover
18:12|06:12|At 06:12 Noreen brings another whole tray that’s dinner, we can have dinner at five something or six something or even seven something, Ma says.|Room|Emma Donoghue
