18:40|It was six-forty on the same Tuesday before George Chandler-Powell had finished his list of private patients at St. Angela's Hospital. Pulling off his operating gown, he felt paradoxically both exhausted and restless.|The Private Patient|P.D. James
18:40|Having to change 'buses, I allowed plenty of time — in fact, too much; for we arrived at twenty minutes to seven, and Franching, so the servant said, had only just gone up to dress.|Diary of a Nobody|George and Weedon Grossmith
