20:27|seven-and-twenty minutes past eight|At seven-and-twenty minutes past eight Mrs. Lofthouse was seated at Aurora's piano, in the first agonies of a prelude in six flats; a prelude which demanded such extraordinary uses of the left hand across the right, and the right over the left, and such exercise of the thumbs in all positions|Aurora Floyd|Mary Elizabeth Braddon
20:27|8.27 p.m.|Her sister was as loyal as the day was long. There was no way she would have left the spot where they were supposed to meet, not with the sirens screaming. And so it was that she had been stuck there when another unearthly sound had ripped over the crowd’s heads at 8.27 p.m.|The Little Wartime Library|Kate Thompson
