04:17|Big Al stretched and began to walk slowly around the car. He knew they planned to leave long before first light, which was at 6:48 A.M. He checked his watch: 4:17. They both looked up when a plane flew overhead, the first to land at Heathrow that morning.|A Prisoner of Birth|Jeffrey Archer
04:17|I succumbed to my curiosity, tugged up the left sleeve of my pullover, and checked my wristwatch. It was 4:17 a.m. This surprised me not because it was almost dawn, but because I’d had no idea of the time whatsoever.|The Catacombs|Jeremy Bates
04:17|He awoke at 4.17 am in a sweat. He had been dreaming of Africa again, and then the dream had continued in the U.S. when he was a young man. But Inbata had been there, watching him.|The Vile|Douglas Phinney
