04:54|When the last lid had been placed back on he checked the clock on the wall: six minutes to five. Just enough time to glance in the other box and see if he could expect the same again.|A Matter of Honor|Jeffrey Archer
04:54|Six minutes to five. Six minutes to go. Suddenly I felt quite clearheaded. There was an unexpected light in the cell; the boundaries were drawn, the roles well defined. The time of doubt and questioning and uncertainty was over.|Dawn: A Novel|Elie Wiesel
