22:19|10:19 p.m.|10:19 p.m. Thelma and Louise will not come out.|Bridget Jones's Diary|Helen Fielding
22:19|22:19 GMT|22:19 GMT<br/>Jackie decided that this was even worse than a stakeout, because they were waiting for someone who wasn't there, rather than for someone who was there and must eventually show up.|Nothing Ventured|Jeffrey Archer
