13:55|At 1:55 he returned to the insurance records until the fifteen-minute tea break at four o’clock, which was another ritual occasion for two more cigarettes.|Broken Routine|Jeffrey Archer
13:55|"If I was punctual in quitting Mlle. Reuter's domicile, I was at least equally punctual in arriving there; I came the next day at five minutes before two, and on reaching the schoolroom door, before I opened it, I heard a rapid, gabbling sound, which warned me that the ""priere du midi"" was not yet concluded."|The Professor|Charlotte Brontë
