09:13|9:13 am|9:13 am lay in bed, staring at wall.|A Fraction of the Whole|Steve Toltz
09:13|9:13 A.M.|She tucked the phone in the crook of her neck and thumbed hurriedly through her pink messages. Dr. Provetto, at 9:13 A.M.|Mistaken Identity|Lisa Scottoline
