13:23|"And when we got to Swindon Mother had keys to the house and we went in and she said, ""Hello?"" but there was no one there because it was <b>1.23 p.m.</b>"|The Curious Incident Of The Dog In The Night-Time|Mark Haddon
13:23|The clock marked <b>twenty-three minutes past one</b>. He was suddenly full of agitation, yet hopeful. She had come! Who could tell what she would say? She might offer the most natural explanation of her late arrival. Félicie entered the room, her hair in disorder, her eyes shining, her cheeks white, her bruised lips a vivid red; she was tired, indifferent, mute, happy and lovely, seeming to guard beneath her cloak, which she held wrapped about her with both hands, some remnant of warmth and voluptuous pleasure.|A Mummer's Tale|Anatole France
