06:35|6:35|Mark woke with a start and sat up, trying to focus his eyes on his watch. All he could see was the second hand moving: 6:35. Hell. He shot up from the chair, his stiff neck and back hurting him; he was still dressed.|Shall We Tell the President?|Jeffrey Archer
06:35|twenty-five minutes to seven|My watch lay on the dressing-table close by; glancing at it, I saw that the time was twenty-five minutes to seven. I had been told that the family breakfasted at nine, so I had nearly two-and-a-half hours of leisure. Of course, I would go out, and enjoy the freshness of the morning.|Ravensdene Court|J.S. Fletcher
