09:16|9:16 A.M.|Thursday 9:16 A.M. <br/>Yuri Androv stood at the far end of the flood-lit hangar, staring up at the underbelly of Daedalus I and thinking. This morning's run-up in the centrifuge had gone well. At last he was convinced there was no physiological barrier to hypersonic flight, at least none he couldn't handle.|Project Daedalus|Thomas Hoover
09:16|9:16 am|9:16 am sat in bed, staring out window.|A Fraction of the Whole|Steve Toltz
