01:06|We had come out of church together after midnight service and had immediately seen the offending light, as had most of the congregation. And Bill, always punctillious, had looked at his watch. His call to the manor had been made at <b>six minutes past one</b>.|The Murder of Santa Claus|P.D. James
01:06|When he woke it was <b>1:06</b> by the digital clock on the bedside table. He lay there looking at the ceiling, the raw glare of the vaporlamp outside bathing the bedroom in a cold and bluish light. Like a winter moon.|No Country for Old Men|Cormac McCarthy
