23:08|11:08|He glanced up so that he could see the time on the datastrip along the upper edge of his helmet: 11:08:23. Ten minutes. They walked unsteadily on.|The Infinite Day|Chris Walley
23:08|11:08|“This is my first pass,” Wilson said. “East to west, at 11:08. We’re looking from the left-wing camera which is running at ninety-six frames per second. As you can see, my altitude is falling rapidly.”|The Andromeda Strain|Michael Crichton
