01:11|Declares one of the waiters was the worse for liquor, and that he was giving him a dressing down. Also that it was <b>nearer to one than half past</b>.|The Affair at the Victory Ball|Agatha Christie
01:11|I left my door ajar and at <b>eleven minutes past one</b> I heard Harvey walking across the living-room. There was a gurgling as he took a swig from one of the bottles on the trolley. He let himself out of the front door as quietly as he could. I watched him from the window; he was alone.|Billion-Dollar Brain|Len Deighton
