13:35|1:35 P.M.|Fletcher checked his watch again. It was 1:35 P.M. He sighed and asked the receptionist if he could use the washroom.|Sons of Fortune|Jeffrey Archer
13:35|1:35 P.M.|1:35 P.M.<br>Katelyn stood in the hallway, her hands on her hips, enjoying the hell out of the moment. “So I see how it is,” she said. “Your cousin can visit during finals week but my sister can’t.”|Kitchens of the Great Midwest|J. Ryan Stradal
