09:10|9:10 am|9:10 am lay in bed, staring at wall.|A Fraction of the Whole|Steve Toltz
09:10|9:10 a.m.|9:10 a.m. Suddenly realize hair is drying in a weird shape. Search for hairbrush. Locate in handbag.|Bridget Jones's Diary|Helen Fielding
