11:40|11:40|There was a group of about twenty people waiting for the 11:40 train, and the murderess and her daughter walked some fifty yards farther down the platform and stood alone, not speaking.|Innocent Blood|P.D. James
11:40|11.40 am|"But the door was locked, and the window heavily barred with iron rods. He sat down again, and drew his journal from his pocket. On the line where these words were written, ""21st December, Saturday, Liverpool,"" he added, ""80th day, 11.40 am,"" and waited."|Around the World in Eighty Days|Jules Verne
11:40|twenty minutes before noon|During the sessions at Ito he read the Lotus Sutra on mornings of play, and he now seemed to be bringing himself to order through silent meditation. Then, quickly, there came a rap of stone on board. It was twenty minutes before noon.|The Master of Go|Yusunari Kawabata
