15:18|3:18 P.M.|3:18 P.M.<br/>Vance cocked the Pakistani's Uzi and trained it on the door, not sure what to do. The fear was that he might inadvertently kill a friendly. Hostage situations always presented that harrowing possibility. Quick identifications and quick decisions were what made good antiterrorist teams. He was afraid he had neither skill. He wasn't even that great a shot.|Project Cyclops|Thomas Hoover
15:18|eighteen minutes past three|The graphic film is already wrinkling: the eagle has a broken wing; the hour hand is kinked. It is eighteen minutes past three.|Fairyland|Paul J. McAuley
