22:18|Ten eighteen|"My watch is always a little fast, I said. ""What time do you make it now?""<br/>""Ten eight.""<br/>""Ten eighteen by mine. You see."""|The Quiet American|Graham Greene
22:18|10:18 p.m.|10:18 p.m. Ah. Thelma and Louise is in there.|Bridget Jones's Diary|Helen Fielding
