06:10|6:10|The Chairman got out of bed at 7:20 and lit his first cigarette. He couldn’t remember exactly when he had woken. At 6:10 he had phoned Tony, who was already up and waiting for his call.|Shall We Tell the President?|Jeffrey Archer
06:10|ten past six|The bus left the station at ten past six - and she sat proud, like an accustomed traveller, apart from her father, John Henry, and Berenice. But after a while a serious doubt came in her, which even the answers of the bus-driver could not quite satisfy.|The Member of the Wedding|Carson McCullers
