12:58|two minutes to one|At two minutes to one, Charlie Duncan entered the Palm Court restaurant wearing an open-necked shirt and smoking a cigarette—a walking H. M. Bateman cartoon.|A Prisoner of Birth|Jeffrey Archer
12:58|12.58 pm|The watch on my wrist showed 12.58 pm. I'd have time to hit the morgue.|Magic Bites|Ilona Andrews
