21:12|There was a big full moon that night, the sky clear as glass, and at <b>9:12 p.m.</b> an old Russian rocket reentered the earth’s atmosphere and exploded into flaring comets with long, burning tails that streaked across the sky.|Beneath Devil’s Bridge|Loreth Anne White
21:12|"The crime was reported to us (with almost indecent alacrity, Rog) at <b>21.12</b>, by Susan Trott - of Black Grouse Cottage - who had been, I quote: ""out looking for hedgehogs when I was horrified to notice the postbox door had fallen off and was just lying there, on the ground."""|Burley Cross Postbox Theft|Nicola Barker
