09:17|09.17 hours|The task was allocated to the Naval tug. Not only was she a more suitable vessel than a destroyer for working close inshore among rocks, she also happened to be much nearer. She sailed from Lochmaddy at 09.17 hours.|Atlantic Fury|Hammond Innes
09:17|9:17 am|9:17 am sat in bed, staring out window.|A Fraction of the Whole|Steve Toltz
